review_id,product_id,product_name,rating,content,timestamp,is_verified,Polarity,Subjectivity,Sentiment,year_month,ym_str
R0000019,B0D6WD2QSQ,Beats Pill,4.0,Absolutely love this speaker! The sound quality is incredible and the bass is perfect. Easy to connect and the battery lasts forever.,2023-11-09,1,0.5347222222222222,0.7055555555555556,Positive,2023-11,2023Q4
R0000020,B0D6WD2QSQ,Beats Pill,4.0,"Really happy with this purchase. Portable, lightweight, and the sound quality blows me away every time. Great value for money.",2022-03-23,1,0.6666666666666666,0.7166666666666667,Positive,2022-03,2022Q1
R0000021,B0D6WD2QSQ,Beats Pill,5.0,"Amazing product, really impressed with the audio performance. Great build quality and it looks fantastic. Highly recommend!",2023-01-25,1,0.6000000000000001,0.818,Positive,2023-01,2023Q1
R0000022,B0D6WD2QSQ,Beats Pill,3.0,Average product. The audio is fine for casual listening. Build quality seems reasonable. Does the job.,2023-10-13,1,-0.008333333333333318,0.5916666666666667,Neutral,2023-10,2023Q4
R0000023,B0D6WD2QSQ,Beats Pill,4.0,"Best speaker I have ever owned. Crystal clear sound, excellent bass, and the waterproof feature is a huge plus for outdoor use.",2023-01-15,1,0.4583333333333333,0.5805555555555556,Positive,2023-01,2023Q1
R0000024,B0D6WD2QSQ,Beats Pill,4.0,"Outstanding product for the price. The Bluetooth connectivity is seamless, battery life is impressive, and the sound is warm and rich.",2023-11-18,1,0.49583333333333335,0.6208333333333333,Positive,2023-11,2023Q4
R0000025,B0D6WD2QSQ,Beats Pill,4.0,"Amazing product, really impressed with the audio performance. Great build quality and it looks fantastic. Highly recommend!",2023-09-16,1,0.6000000000000001,0.818,Positive,2023-09,2023Q3
R0000026,B0D6WD2QSQ,Beats Pill,5.0,"This speaker exceeded my expectations. Beautiful design, outstanding sound clarity, and the battery lasts all day. Worth every penny.",2024-01-17,1,0.5125,0.59375,Positive,2024-01,2024Q1
R0000027,B0D6WD2QSQ,Beats Pill,3.0,"Decent product overall. Sound quality is average, not great but not bad. Bluetooth range is acceptable.",2023-04-19,1,0.06111111111111109,0.48055555555555557,Neutral,2023-04,2023Q2
R0000028,B0D6WD2QSQ,Beats Pill,5.0,"Really happy with this purchase. Portable, lightweight, and the sound quality blows me away every time. Great value for money.",2023-10-18,1,0.6666666666666666,0.7166666666666667,Positive,2023-10,2023Q4
R0000029,B0D6WD2QSQ,Beats Pill,5.0,Superb audio quality and very easy to set up. The design is sleek and modern. I use it every single day without any issues.,2024-05-13,0,0.4229761904761905,0.6285714285714286,Positive,2024-05,2024Q2
R0000030,B0D6WD2QSQ,Beats Pill,2.0,"Do not buy this. Sound quality is horrible, far below what was advertised. Feels cheap and flimsy. Waste of money.",2024-04-21,0,-0.06,0.6199999999999999,Neutral,2024-04,2024Q2
R0000031,B0D6WD2QSQ,Beats Pill,5.0,Superb audio quality and very easy to set up. The design is sleek and modern. I use it every single day without any issues.,2023-02-15,1,0.4229761904761905,0.6285714285714286,Positive,2023-02,2023Q1
R0000032,B0D6WD2QSQ,Beats Pill,3.0,The speaker works as described. Sound is adequate for the price. Nothing impressive but gets the job done.,2022-08-05,1,0.5777777777777778,0.5777777777777778,Positive,2022-08,2022Q3
R0000033,B0D6WD2QSQ,Beats Pill,2.0,"Do not buy this. Sound quality is horrible, far below what was advertised. Feels cheap and flimsy. Waste of money.",2023-11-03,1,-0.06,0.6199999999999999,Neutral,2023-11,2023Q4
R0000034,B0D6WD2QSQ,Beats Pill,5.0,"Fantastic speaker! Excellent sound, strong bass, clear highs, and it connects instantly. The waterproofing is a great bonus.",2023-10-21,1,0.38541666666666663,0.6666666666666666,Positive,2023-10,2023Q4
R0000035,B0D6WD2QSQ,Beats Pill,5.0,"Best speaker I have ever owned. Crystal clear sound, excellent bass, and the waterproof feature is a huge plus for outdoor use.",2022-09-29,1,0.4583333333333333,0.5805555555555556,Positive,2022-09,2022Q3
R0000036,B0D6WD2QSQ,Beats Pill,5.0,"Outstanding product for the price. The Bluetooth connectivity is seamless, battery life is impressive, and the sound is warm and rich.",2024-02-02,1,0.49583333333333335,0.6208333333333333,Positive,2024-02,2024Q1
R0000037,B0D6WD2QSQ,Beats Pill,4.0,"Incredible value. Sound quality is superb, setup was effortless, and it handles outdoor conditions well. Highly satisfied.",2023-03-15,1,0.7,0.825,Positive,2023-03,2023Q1
R0000038,B0D6WD2QSQ,Beats Pill,2.0,"Worst speaker I have bought. Connectivity issues from day one, mediocre sound, and the build feels very cheap and fragile.",2022-08-13,1,-0.11600000000000002,0.7619999999999999,Neutral,2022-08,2022Q3
R0000039,B0D6WD2QSQ,Beats Pill,5.0,"This speaker exceeded my expectations. Beautiful design, outstanding sound clarity, and the battery lasts all day. Worth every penny.",2023-05-21,0,0.5125,0.59375,Positive,2023-05,2023Q2
R0000040,B0D6WD2QSQ,Beats Pill,4.0,Absolutely love this speaker! The sound quality is incredible and the bass is perfect. Easy to connect and the battery lasts forever.,2024-05-31,0,0.5347222222222222,0.7055555555555556,Positive,2024-05,2024Q2
R0000041,B0D6WD2QSQ,Beats Pill,3.0,"Decent product overall. Sound quality is average, not great but not bad. Bluetooth range is acceptable.",2023-10-05,1,0.06111111111111109,0.48055555555555557,Neutral,2023-10,2023Q4
R0000042,B0D6WD2QSQ,Beats Pill,4.0,"Fantastic speaker! Excellent sound, strong bass, clear highs, and it connects instantly. The waterproofing is a great bonus.",2023-09-03,0,0.38541666666666663,0.6666666666666666,Positive,2023-09,2023Q3
R0000043,B0D6WD2QSQ,Beats Pill,1.0,"Really bad experience. Speaker makes a crackling noise, battery barely lasts two hours, and the buttons stopped responding quickly.",2023-01-26,1,-0.1055555555555555,0.4222222222222222,Neutral,2023-01,2023Q1
R0000044,B0D6WD2QSQ,Beats Pill,5.0,"This speaker exceeded my expectations. Beautiful design, outstanding sound clarity, and the battery lasts all day. Worth every penny.",2022-09-15,0,0.5125,0.59375,Positive,2022-09,2022Q3
R0000045,B0D6WD2QSQ,Beats Pill,4.0,"Amazing product, really impressed with the audio performance. Great build quality and it looks fantastic. Highly recommend!",2023-11-30,1,0.6000000000000001,0.818,Positive,2023-11,2023Q4
R0000046,B0D6WD2QSQ,Beats Pill,5.0,Superb audio quality and very easy to set up. The design is sleek and modern. I use it every single day without any issues.,2022-04-25,1,0.4229761904761905,0.6285714285714286,Positive,2022-04,2022Q2
R0000047,B0D6WD2QSQ,Beats Pill,4.0,"Fantastic speaker! Excellent sound, strong bass, clear highs, and it connects instantly. The waterproofing is a great bonus.",2022-06-11,1,0.38541666666666663,0.6666666666666666,Positive,2022-06,2022Q2
R0000048,B0D6WD2QSQ,Beats Pill,5.0,Absolutely love this speaker! The sound quality is incredible and the bass is perfect. Easy to connect and the battery lasts forever.,2024-01-10,1,0.5347222222222222,0.7055555555555556,Positive,2024-01,2024Q1
R0000049,B0D6WD2QSQ,Beats Pill,5.0,"This speaker exceeded my expectations. Beautiful design, outstanding sound clarity, and the battery lasts all day. Worth every penny.",2024-02-20,1,0.5125,0.59375,Positive,2024-02,2024Q1
R0000050,B0D6WD2QSQ,Beats Pill,3.0,The speaker performs as expected for this price range. Nothing special but no major complaints either.,2022-04-19,1,0.07529761904761904,0.4904761904761905,Neutral,2022-04,2022Q2
R0000051,B0D6WD2QSQ,Beats Pill,5.0,"This speaker exceeded my expectations. Beautiful design, outstanding sound clarity, and the battery lasts all day. Worth every penny.",2023-09-16,1,0.5125,0.59375,Positive,2023-09,2023Q3
R0000052,B0D6WD2QSQ,Beats Pill,5.0,"Best speaker I have ever owned. Crystal clear sound, excellent bass, and the waterproof feature is a huge plus for outdoor use.",2023-01-18,1,0.4583333333333333,0.5805555555555556,Positive,2023-01,2023Q1
R0000053,B0D6WD2QSQ,Beats Pill,5.0,"This speaker exceeded my expectations. Beautiful design, outstanding sound clarity, and the battery lasts all day. Worth every penny.",2024-03-08,0,0.5125,0.59375,Positive,2024-03,2024Q1
R0000054,B0D6WD2QSQ,Beats Pill,5.0,"Incredible value. Sound quality is superb, setup was effortless, and it handles outdoor conditions well. Highly satisfied.",2022-11-28,1,0.7,0.825,Positive,2022-11,2022Q4
R0000055,B0D6WD2QSQ,Beats Pill,5.0,Absolutely love this speaker! The sound quality is incredible and the bass is perfect. Easy to connect and the battery lasts forever.,2022-04-25,1,0.5347222222222222,0.7055555555555556,Positive,2022-04,2022Q2
R0000056,B0D6WD2QSQ,Beats Pill,5.0,"Really happy with this purchase. Portable, lightweight, and the sound quality blows me away every time. Great value for money.",2022-09-03,0,0.6666666666666666,0.7166666666666667,Positive,2022-09,2022Q3
R0000057,B0D6WD2QSQ,Beats Pill,2.0,"Do not buy this. Sound quality is horrible, far below what was advertised. Feels cheap and flimsy. Waste of money.",2024-06-18,0,-0.06,0.6199999999999999,Neutral,2024-06,2024Q2
R0000058,B0D6WD2QSQ,Beats Pill,3.0,The speaker works as described. Sound is adequate for the price. Nothing impressive but gets the job done.,2024-01-20,1,0.5777777777777778,0.5777777777777778,Positive,2024-01,2024Q1
R0000059,B0D6WD2QSQ,Beats Pill,2.0,Terrible product. The Bluetooth drops constantly and the sound is tinny with no bass. I regret this purchase completely.,2024-02-18,1,-0.08499999999999999,0.5266666666666666,Neutral,2024-02,2024Q1
R0000060,B0D6WD2QSQ,Beats Pill,4.0,"Best speaker I have ever owned. Crystal clear sound, excellent bass, and the waterproof feature is a huge plus for outdoor use.",2023-11-07,1,0.4583333333333333,0.5805555555555556,Positive,2023-11,2023Q4
R0000061,B0D6WD2QSQ,Beats Pill,4.0,"This speaker exceeded my expectations. Beautiful design, outstanding sound clarity, and the battery lasts all day. Worth every penny.",2022-06-19,1,0.5125,0.59375,Positive,2022-06,2022Q2
R0000062,B0D6WD2QSQ,Beats Pill,4.0,"This speaker exceeded my expectations. Beautiful design, outstanding sound clarity, and the battery lasts all day. Worth every penny.",2024-06-12,1,0.5125,0.59375,Positive,2024-06,2024Q2
R0000063,B0D6WD2QSQ,Beats Pill,5.0,"Outstanding product for the price. The Bluetooth connectivity is seamless, battery life is impressive, and the sound is warm and rich.",2023-07-07,1,0.49583333333333335,0.6208333333333333,Positive,2023-07,2023Q3
R0000064,B0D6WD2QSQ,Beats Pill,4.0,"Really happy with this purchase. Portable, lightweight, and the sound quality blows me away every time. Great value for money.",2023-02-13,1,0.6666666666666666,0.7166666666666667,Positive,2023-02,2023Q1
R0000065,B0D6WD2QSQ,Beats Pill,4.0,"Very pleased with this product. Sound is rich and full, battery performance is excellent, and it looks premium. Love it!",2023-06-14,1,0.5666666666666667,0.7166666666666667,Positive,2023-06,2023Q2
R0000066,B0D6WD2QSQ,Beats Pill,5.0,"Amazing product, really impressed with the audio performance. Great build quality and it looks fantastic. Highly recommend!",2022-09-11,1,0.6000000000000001,0.818,Positive,2022-09,2022Q3
R0000067,B0D6WD2QSQ,Beats Pill,3.0,The speaker works as described. Sound is adequate for the price. Nothing impressive but gets the job done.,2022-12-13,0,0.5777777777777778,0.5777777777777778,Positive,2022-12,2022Q4
R0000068,B0D6WD2QSQ,Beats Pill,5.0,"Incredible value. Sound quality is superb, setup was effortless, and it handles outdoor conditions well. Highly satisfied.",2023-07-22,1,0.7,0.825,Positive,2023-07,2023Q3
R0000069,B0D6WD2QSQ,Beats Pill,2.0,"Do not buy this. Sound quality is horrible, far below what was advertised. Feels cheap and flimsy. Waste of money.",2022-01-08,0,-0.06,0.6199999999999999,Neutral,2022-01,2022Q1
R0000070,B0D6WD2QSQ,Beats Pill,5.0,Absolutely love this speaker! The sound quality is incredible and the bass is perfect. Easy to connect and the battery lasts forever.,2022-08-23,0,0.5347222222222222,0.7055555555555556,Positive,2022-08,2022Q3
R0000071,B0D6WD2QSQ,Beats Pill,5.0,Absolutely love this speaker! The sound quality is incredible and the bass is perfect. Easy to connect and the battery lasts forever.,2024-05-30,1,0.5347222222222222,0.7055555555555556,Positive,2024-05,2024Q2
R0000072,B0D6WD2QSQ,Beats Pill,3.0,The speaker works as described. Sound is adequate for the price. Nothing impressive but gets the job done.,2023-06-11,1,0.5777777777777778,0.5777777777777778,Positive,2023-06,2023Q2
R0000073,B0D6WD2QSQ,Beats Pill,1.0,Broke after a month of normal use. Customer service was unhelpful. Extremely disappointed and would not recommend to anyone.,2023-11-17,1,-0.3,0.7,Negative,2023-11,2023Q4
R0000074,B0D6WD2QSQ,Beats Pill,5.0,"Outstanding product for the price. The Bluetooth connectivity is seamless, battery life is impressive, and the sound is warm and rich.",2023-07-07,1,0.49583333333333335,0.6208333333333333,Positive,2023-07,2023Q3
R0000075,B0D6WD2QSQ,Beats Pill,5.0,"Incredible value. Sound quality is superb, setup was effortless, and it handles outdoor conditions well. Highly satisfied.",2023-08-14,1,0.7,0.825,Positive,2023-08,2023Q3
R0000076,B0D6WD2QSQ,Beats Pill,5.0,"Outstanding product for the price. The Bluetooth connectivity is seamless, battery life is impressive, and the sound is warm and rich.",2024-03-14,1,0.49583333333333335,0.6208333333333333,Positive,2024-03,2024Q1
R0000077,B0D6WD2QSQ,Beats Pill,5.0,"Fantastic speaker! Excellent sound, strong bass, clear highs, and it connects instantly. The waterproofing is a great bonus.",2022-07-14,0,0.38541666666666663,0.6666666666666666,Positive,2022-07,2022Q3
R0000078,B0D6WD2QSQ,Beats Pill,2.0,Terrible product. The Bluetooth drops constantly and the sound is tinny with no bass. I regret this purchase completely.,2023-11-06,1,-0.08499999999999999,0.5266666666666666,Neutral,2023-11,2023Q4
R0000079,B0D6WD2QSQ,Beats Pill,4.0,Superb audio quality and very easy to set up. The design is sleek and modern. I use it every single day without any issues.,2023-03-10,1,0.4229761904761905,0.6285714285714286,Positive,2023-03,2023Q1
R0000080,B0D6WD2QSQ,Beats Pill,3.0,Average product. The audio is fine for casual listening. Build quality seems reasonable. Does the job.,2024-06-03,0,-0.008333333333333318,0.5916666666666667,Neutral,2024-06,2024Q2
R0000081,B0D6WD2QSQ,Beats Pill,5.0,"Amazing product, really impressed with the audio performance. Great build quality and it looks fantastic. Highly recommend!",2022-03-04,1,0.6000000000000001,0.818,Positive,2022-03,2022Q1
R0000082,B0D6WD2QSQ,Beats Pill,5.0,Superb audio quality and very easy to set up. The design is sleek and modern. I use it every single day without any issues.,2024-03-30,0,0.4229761904761905,0.6285714285714286,Positive,2024-03,2024Q1
R0000083,B0D6WD2QSQ,Beats Pill,4.0,"Outstanding product for the price. The Bluetooth connectivity is seamless, battery life is impressive, and the sound is warm and rich.",2022-07-16,1,0.49583333333333335,0.6208333333333333,Positive,2022-07,2022Q3
R0000084,B0D6WD2QSQ,Beats Pill,2.0,Huge disappointment. The advertised 12-hour battery barely lasts four hours. Sound distorts at medium volume. Very poor quality.,2022-05-24,1,-0.054000000000000006,0.516,Neutral,2022-05,2022Q2
R0000085,B0D6WD2QSQ,Beats Pill,4.0,"Best speaker I have ever owned. Crystal clear sound, excellent bass, and the waterproof feature is a huge plus for outdoor use.",2022-10-13,1,0.4583333333333333,0.5805555555555556,Positive,2022-10,2022Q4
R0000086,B0D6WD2QSQ,Beats Pill,4.0,"Outstanding product for the price. The Bluetooth connectivity is seamless, battery life is impressive, and the sound is warm and rich.",2024-06-14,0,0.49583333333333335,0.6208333333333333,Positive,2024-06,2024Q2
R0000087,B0D6WD2QSQ,Beats Pill,5.0,"Very pleased with this product. Sound is rich and full, battery performance is excellent, and it looks premium. Love it!",2024-04-07,0,0.5666666666666667,0.7166666666666667,Positive,2024-04,2024Q2
R0000088,B0D6WD2QSQ,Beats Pill,5.0,Absolutely love this speaker! The sound quality is incredible and the bass is perfect. Easy to connect and the battery lasts forever.,2023-10-30,0,0.5347222222222222,0.7055555555555556,Positive,2023-10,2023Q4
R0000089,B0D6WD2QSQ,Beats Pill,5.0,"Amazing product, really impressed with the audio performance. Great build quality and it looks fantastic. Highly recommend!",2024-02-11,1,0.6000000000000001,0.818,Positive,2024-02,2024Q1
R0000090,B0D6WD2QSQ,Beats Pill,4.0,"Best speaker I have ever owned. Crystal clear sound, excellent bass, and the waterproof feature is a huge plus for outdoor use.",2023-02-21,1,0.4583333333333333,0.5805555555555556,Positive,2023-02,2023Q1
R0000091,B0D6WD2QSQ,Beats Pill,3.0,Average product. The audio is fine for casual listening. Build quality seems reasonable. Does the job.,2022-08-07,1,-0.008333333333333318,0.5916666666666667,Neutral,2022-08,2022Q3
R0000092,B0D6WD2QSQ,Beats Pill,5.0,Absolutely love this speaker! The sound quality is incredible and the bass is perfect. Easy to connect and the battery lasts forever.,2022-06-18,1,0.5347222222222222,0.7055555555555556,Positive,2022-06,2022Q2
R0000093,B0D6WD2QSQ,Beats Pill,5.0,Absolutely love this speaker! The sound quality is incredible and the bass is perfect. Easy to connect and the battery lasts forever.,2023-02-04,1,0.5347222222222222,0.7055555555555556,Positive,2023-02,2023Q1
R0000094,B0D6WD2QSQ,Beats Pill,5.0,"Very pleased with this product. Sound is rich and full, battery performance is excellent, and it looks premium. Love it!",2022-10-20,1,0.5666666666666667,0.7166666666666667,Positive,2022-10,2022Q4
R0000095,B0D6WD2QSQ,Beats Pill,5.0,"This speaker exceeded my expectations. Beautiful design, outstanding sound clarity, and the battery lasts all day. Worth every penny.",2023-11-09,1,0.5125,0.59375,Positive,2023-11,2023Q4
R0000096,B0D6WD2QSQ,Beats Pill,4.0,"Best speaker I have ever owned. Crystal clear sound, excellent bass, and the waterproof feature is a huge plus for outdoor use.",2022-07-14,1,0.4583333333333333,0.5805555555555556,Positive,2022-07,2022Q3
R0000097,B0D6WD2QSQ,Beats Pill,5.0,"Outstanding product for the price. The Bluetooth connectivity is seamless, battery life is impressive, and the sound is warm and rich.",2022-03-01,0,0.49583333333333335,0.6208333333333333,Positive,2022-03,2022Q1
R0000098,B0D6WD2QSQ,Beats Pill,4.0,Superb audio quality and very easy to set up. The design is sleek and modern. I use it every single day without any issues.,2022-02-28,0,0.4229761904761905,0.6285714285714286,Positive,2022-02,2022Q1
R0000099,B0D6WD2QSQ,Beats Pill,1.0,Huge disappointment. The advertised 12-hour battery barely lasts four hours. Sound distorts at medium volume. Very poor quality.,2023-05-30,1,-0.054000000000000006,0.516,Neutral,2023-05,2023Q2
R0000100,B0D6WD2QSQ,Beats Pill,3.0,The speaker works as described. Sound is adequate for the price. Nothing impressive but gets the job done.,2023-06-05,0,0.5777777777777778,0.5777777777777778,Positive,2023-06,2023Q2
R0000101,B0D6WD2QSQ,Beats Pill,1.0,Returned immediately. The battery drains in two hours and the charging cable broke on first use. Absolutely awful quality.,2022-03-12,0,-0.375,0.6666666666666666,Negative,2022-03,2022Q1
R0000102,B0D6WD2QSQ,Beats Pill,5.0,"Outstanding product for the price. The Bluetooth connectivity is seamless, battery life is impressive, and the sound is warm and rich.",2023-02-18,0,0.49583333333333335,0.6208333333333333,Positive,2023-02,2023Q1
R0000103,B0D6WD2QSQ,Beats Pill,4.0,"Incredible value. Sound quality is superb, setup was effortless, and it handles outdoor conditions well. Highly satisfied.",2022-09-10,0,0.7,0.825,Positive,2022-09,2022Q3
R0000104,B0D6WD2QSQ,Beats Pill,5.0,"Incredible value. Sound quality is superb, setup was effortless, and it handles outdoor conditions well. Highly satisfied.",2022-03-25,1,0.7,0.825,Positive,2022-03,2022Q1
R0000105,B0D6WD2QSQ,Beats Pill,5.0,"Incredible value. Sound quality is superb, setup was effortless, and it handles outdoor conditions well. Highly satisfied.",2023-08-02,1,0.7,0.825,Positive,2023-08,2023Q3
R0000106,B0D6WD2QSQ,Beats Pill,4.0,"Really happy with this purchase. Portable, lightweight, and the sound quality blows me away every time. Great value for money.",2022-07-29,1,0.6666666666666666,0.7166666666666667,Positive,2022-07,2022Q3
R0000107,B0D6WD2QSQ,Beats Pill,4.0,"Outstanding product for the price. The Bluetooth connectivity is seamless, battery life is impressive, and the sound is warm and rich.",2022-09-29,1,0.49583333333333335,0.6208333333333333,Positive,2022-09,2022Q3
R0000108,B0D6WD2QSQ,Beats Pill,5.0,"Best speaker I have ever owned. Crystal clear sound, excellent bass, and the waterproof feature is a huge plus for outdoor use.",2023-11-19,1,0.4583333333333333,0.5805555555555556,Positive,2023-11,2023Q4
R0000109,B0D6WD2QSQ,Beats Pill,4.0,"Very pleased with this product. Sound is rich and full, battery performance is excellent, and it looks premium. Love it!",2022-11-20,0,0.5666666666666667,0.7166666666666667,Positive,2022-11,2022Q4
R0000110,B0D6WD2QSQ,Beats Pill,2.0,Very disappointed. The speaker stopped working after just three weeks. Poor build quality and not worth the money at all.,2023-04-15,0,-0.5083333333333333,0.5583333333333335,Negative,2023-04,2023Q2
R0000111,B0D6WD2QSQ,Beats Pill,4.0,"Amazing product, really impressed with the audio performance. Great build quality and it looks fantastic. Highly recommend!",2023-07-05,1,0.6000000000000001,0.818,Positive,2023-07,2023Q3
R0000112,B0D6WD2QSQ,Beats Pill,3.0,The speaker performs as expected for this price range. Nothing special but no major complaints either.,2022-09-29,1,0.07529761904761904,0.4904761904761905,Neutral,2022-09,2022Q3
R0000113,B0D6WD2QSQ,Beats Pill,5.0,Superb audio quality and very easy to set up. The design is sleek and modern. I use it every single day without any issues.,2022-03-12,1,0.4229761904761905,0.6285714285714286,Positive,2022-03,2022Q1
R0000114,B0D6WD2QSQ,Beats Pill,5.0,Superb audio quality and very easy to set up. The design is sleek and modern. I use it every single day without any issues.,2022-10-19,1,0.4229761904761905,0.6285714285714286,Positive,2022-10,2022Q4
R0000115,B0D6WD2QSQ,Beats Pill,5.0,"Very pleased with this product. Sound is rich and full, battery performance is excellent, and it looks premium. Love it!",2024-05-03,1,0.5666666666666667,0.7166666666666667,Positive,2024-05,2024Q2
R0000116,B0D6WD2QSQ,Beats Pill,5.0,"Incredible value. Sound quality is superb, setup was effortless, and it handles outdoor conditions well. Highly satisfied.",2024-04-06,0,0.7,0.825,Positive,2024-04,2024Q2
R0000117,B0D6WD2QSQ,Beats Pill,5.0,"This speaker exceeded my expectations. Beautiful design, outstanding sound clarity, and the battery lasts all day. Worth every penny.",2022-11-03,0,0.5125,0.59375,Positive,2022-11,2022Q4
R0000118,B0D6WD2QSQ,Beats Pill,3.0,"Decent product overall. Sound quality is average, not great but not bad. Bluetooth range is acceptable.",2022-09-28,0,0.06111111111111109,0.48055555555555557,Neutral,2022-09,2022Q3
R0000119,B0D6WD2QSQ,Beats Pill,5.0,"Amazing product, really impressed with the audio performance. Great build quality and it looks fantastic. Highly recommend!",2024-01-31,1,0.6000000000000001,0.818,Positive,2024-01,2024Q1
R0000120,B0D6WD2QSQ,Beats Pill,5.0,"Really happy with this purchase. Portable, lightweight, and the sound quality blows me away every time. Great value for money.",2022-10-16,1,0.6666666666666666,0.7166666666666667,Positive,2022-10,2022Q4
R0000121,B0D6WD2QSQ,Beats Pill,5.0,Superb audio quality and very easy to set up. The design is sleek and modern. I use it every single day without any issues.,2022-07-28,1,0.4229761904761905,0.6285714285714286,Positive,2022-07,2022Q3
R0000122,B0D6WD2QSQ,Beats Pill,5.0,"This speaker exceeded my expectations. Beautiful design, outstanding sound clarity, and the battery lasts all day. Worth every penny.",2023-05-16,1,0.5125,0.59375,Positive,2023-05,2023Q2
R0000123,B0D6WD2QSQ,Beats Pill,4.0,Absolutely love this speaker! The sound quality is incredible and the bass is perfect. Easy to connect and the battery lasts forever.,2022-04-05,1,0.5347222222222222,0.7055555555555556,Positive,2022-04,2022Q2
R0000124,B0D6WD2QSQ,Beats Pill,3.0,It is an okay speaker. Does what it says on the box. Battery life is standard. Not particularly exciting.,2022-02-15,0,0.11666666666666665,0.43333333333333335,Neutral,2022-02,2022Q1
R0000125,B0D6WD2QSQ,Beats Pill,4.0,Superb audio quality and very easy to set up. The design is sleek and modern. I use it every single day without any issues.,2024-02-29,1,0.4229761904761905,0.6285714285714286,Positive,2024-02,2024Q1
